File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF967HKN	bedpe	bedpe		loops	GRCh38	ENCSR121ALS	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0001150	body of pancreas	tissue	Homo sapiens											DNA				formaldehyde		2023-01-04	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2							/files/ENCFF140ROU/	454479	ENCODE Processing Pipeline	b809ac47209ce2771877033310fa1697		https://www.encodeproject.org/files/ENCFF967HKN/@@download/ENCFF967HKN.bedpe.gz				released	s3://encode-public/2022/12/07/97c7f51e-be01-4361-a5ea-5d82c8835298/ENCFF967HKN.bedpe.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/07/97c7f51e-be01-4361-a5ea-5d82c8835298/ENCFF967HKN.bedpe.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released			
ENCFF983KVN	hic	hic		mapping quality thresholded contact matrix	GRCh38	ENCSR008CUR	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0000995	uterus	tissue	Homo sapiens											DNA				formaldehyde		2023-04-26	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2							/files/ENCFF873PHM/	40857904879	ENCODE Processing Pipeline	8b9157d7aabc896612d1cb3eea2a41ff		https://www.encodeproject.org/files/ENCFF983KVN/@@download/ENCFF983KVN.hic				released	s3://encode-public/2023/01/29/287283f9-cf3f-4eac-bd0d-6621cb30a37a/ENCFF983KVN.hic	https://datasetencode.blob.core.windows.net/dataset/2023/01/29/287283f9-cf3f-4eac-bd0d-6621cb30a37a/ENCFF983KVN.hic?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released	low total_unique reads		
ENCFF382WBW	bedpe	bedpe		contact domains	GRCh38	ENCSR008CUR	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0000995	uterus	tissue	Homo sapiens											DNA				formaldehyde		2023-04-26	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2							/files/ENCFF983KVN/	113011	ENCODE Processing Pipeline	d55392fa4e8775bf757a0177dcbd4749		https://www.encodeproject.org/files/ENCFF382WBW/@@download/ENCFF382WBW.bedpe.gz				released	s3://encode-public/2023/01/29/77847c09-f53f-4254-841f-864341edb11a/ENCFF382WBW.bedpe.gz	https://datasetencode.blob.core.windows.net/dataset/2023/01/29/77847c09-f53f-4254-841f-864341edb11a/ENCFF382WBW.bedpe.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released	low total_unique reads		
ENCFF710BVY	bedpe	bedpe		loops	GRCh38	ENCSR008CUR	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0000995	uterus	tissue	Homo sapiens											DNA				formaldehyde		2023-04-26	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2							/files/ENCFF983KVN/	322389	ENCODE Processing Pipeline	56158f7989bc6e84dc1bda573020b0d3		https://www.encodeproject.org/files/ENCFF710BVY/@@download/ENCFF710BVY.bedpe.gz				released	s3://encode-public/2023/01/29/5888ad58-d46c-4885-88ff-9904830233af/ENCFF710BVY.bedpe.gz	https://datasetencode.blob.core.windows.net/dataset/2023/01/29/5888ad58-d46c-4885-88ff-9904830233af/ENCFF710BVY.bedpe.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released	low total_unique reads		
ENCFF924WYB	hic	hic		mapping quality thresholded contact matrix	GRCh38	ENCSR326YHP	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0008367	breast epithelium	tissue	Homo sapiens											DNA				formaldehyde		2023-04-26	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2, 1_3, 1_4							/files/ENCFF416TWY/	24745142791	ENCODE Processing Pipeline	e6191d3f51b9f20dc6947c8262021d21		https://www.encodeproject.org/files/ENCFF924WYB/@@download/ENCFF924WYB.hic				released	s3://encode-public/2023/02/13/5b1290b0-9684-4e9a-8e96-7f7792bd31d4/ENCFF924WYB.hic	https://datasetencode.blob.core.windows.net/dataset/2023/02/13/5b1290b0-9684-4e9a-8e96-7f7792bd31d4/ENCFF924WYB.hic?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released	low total_unique reads		
ENCFF983VBZ	bedpe	bedpe		loops	GRCh38	ENCSR326YHP	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0008367	breast epithelium	tissue	Homo sapiens											DNA				formaldehyde		2023-04-26	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2, 1_3, 1_4							/files/ENCFF924WYB/	1440326	ENCODE Processing Pipeline	6a48d959f5220fa06f0977cecc114354		https://www.encodeproject.org/files/ENCFF983VBZ/@@download/ENCFF983VBZ.bedpe.gz				released	s3://encode-public/2023/02/13/e0e97de7-7398-4dc7-bca3-fed4cd115b4e/ENCFF983VBZ.bedpe.gz	https://datasetencode.blob.core.windows.net/dataset/2023/02/13/e0e97de7-7398-4dc7-bca3-fed4cd115b4e/ENCFF983VBZ.bedpe.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released	low total_unique reads		
ENCFF986GPD	bedpe	bedpe		contact domains	GRCh38	ENCSR326YHP	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0008367	breast epithelium	tissue	Homo sapiens											DNA				formaldehyde		2023-04-26	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2, 1_3, 1_4							/files/ENCFF924WYB/	29524	ENCODE Processing Pipeline	78a8f3e033bf173a3bc8488dd50dea33		https://www.encodeproject.org/files/ENCFF986GPD/@@download/ENCFF986GPD.bedpe.gz				released	s3://encode-public/2023/02/13/bc66159b-2f21-44ed-bd17-f32487dbb7d1/ENCFF986GPD.bedpe.gz	https://datasetencode.blob.core.windows.net/dataset/2023/02/13/bc66159b-2f21-44ed-bd17-f32487dbb7d1/ENCFF986GPD.bedpe.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released	low total_unique reads		
ENCFF503YHN	bigWig	bigWig		signal p-value	GRCh38	ENCSR124AZR	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me1-human	DNA						2018-12-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF175TLF/, /files/ENCFF074QAU/, /files/ENCFF394KMS/	1342996349	ENCODE Processing Pipeline	120b85954a0b33e3e4341b95bfdeb23a		https://www.encodeproject.org/files/ENCFF503YHN/@@download/ENCFF503YHN.bigWig				released	s3://encode-public/2020/09/22/f9f8f8fd-ff8c-43e4-8064-476f327d50b7/ENCFF503YHN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/f9f8f8fd-ff8c-43e4-8064-476f327d50b7/ENCFF503YHN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF150BRF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR124AZR	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me1-human	DNA						2018-12-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF175TLF/, /files/ENCFF074QAU/, /files/ENCFF394KMS/	601380	ENCODE Processing Pipeline	d8c7835d523e206d82095a103a6f727c		https://www.encodeproject.org/files/ENCFF150BRF/@@download/ENCFF150BRF.bed.gz				released	s3://encode-public/2020/09/22/56d7cf67-b6a2-47f4-b4f5-5c4574a97dfb/ENCFF150BRF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/56d7cf67-b6a2-47f4-b4f5-5c4574a97dfb/ENCFF150BRF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF437EHG	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR124AZR	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K4me1-human	DNA						2018-12-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF150BRF/	1331376	ENCODE Processing Pipeline	355e44edb85765eefa8c939d6f772460		https://www.encodeproject.org/files/ENCFF437EHG/@@download/ENCFF437EHG.bigBed				released	s3://encode-public/2020/09/22/204d22f7-6f21-408c-a2c4-360c61a8e1b9/ENCFF437EHG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/204d22f7-6f21-408c-a2c4-360c61a8e1b9/ENCFF437EHG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF110JYC	bigWig	bigWig		signal p-value	GRCh38	ENCSR839SAN	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27me3-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF334GYE/, /files/ENCFF074QAU/, /files/ENCFF394KMS/	1890655456	ENCODE Processing Pipeline	71ab9bf77114085053242190baf0a875		https://www.encodeproject.org/files/ENCFF110JYC/@@download/ENCFF110JYC.bigWig				released	s3://encode-public/2020/09/23/d7f99cc0-b9d4-46b9-be5f-92711d2a90b3/ENCFF110JYC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/d7f99cc0-b9d4-46b9-be5f-92711d2a90b3/ENCFF110JYC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF072UEE	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR839SAN	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27me3-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF254GYM/	605518	ENCODE Processing Pipeline	6579bb5a82e7c974819239644f772248		https://www.encodeproject.org/files/ENCFF072UEE/@@download/ENCFF072UEE.bigBed				released	s3://encode-public/2020/09/23/d1315579-5fe7-4330-b0ea-da005f49ec71/ENCFF072UEE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/d1315579-5fe7-4330-b0ea-da005f49ec71/ENCFF072UEE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF254GYM	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR839SAN	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27me3-human	DNA						2018-12-14	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF334GYE/, /files/ENCFF356LFX/, /files/ENCFF394KMS/, /files/ENCFF074QAU/	240225	ENCODE Processing Pipeline	9896d6a8380cea7a9c3fe605755a656f		https://www.encodeproject.org/files/ENCFF254GYM/@@download/ENCFF254GYM.bed.gz				released	s3://encode-public/2020/09/23/9a1c26ec-3697-49a0-8cfc-ef25f6e5352f/ENCFF254GYM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/9a1c26ec-3697-49a0-8cfc-ef25f6e5352f/ENCFF254GYM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF716SXG	bed bed9+	bed	bed9+	methylation state at CpG	GRCh38	ENCSR305VIT	WGBS	/human-donors/ENCDO793LXB/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF595NPP/, /files/ENCFF792NJK/	731851954	ENCODE Processing Pipeline	b00e8d7923d8e892af1249cd86b5b921		https://www.encodeproject.org/files/ENCFF716SXG/@@download/ENCFF716SXG.bed.gz				released	s3://encode-public/2021/03/03/99996644-ac22-41a7-9bd5-71c169809964/ENCFF716SXG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/03/99996644-ac22-41a7-9bd5-71c169809964/ENCFF716SXG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF775MYJ	bigWig	bigWig		plus strand methylation state at CpG	GRCh38	ENCSR305VIT	WGBS	/human-donors/ENCDO793LXB/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF595NPP/, /files/ENCFF792NJK/	2183894156	ENCODE Processing Pipeline	44ff831b0a85dbc61488244c46bc3f6d		https://www.encodeproject.org/files/ENCFF775MYJ/@@download/ENCFF775MYJ.bigWig				released	s3://encode-public/2021/03/03/8134b452-6417-4db0-b924-1ffc0355dfdf/ENCFF775MYJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/03/8134b452-6417-4db0-b924-1ffc0355dfdf/ENCFF775MYJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF284XWH	bigWig	bigWig		minus strand methylation state at CpG	GRCh38	ENCSR305VIT	WGBS	/human-donors/ENCDO793LXB/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF595NPP/, /files/ENCFF792NJK/	2188419532	ENCODE Processing Pipeline	cdeada4152c36894389835ed8bf4e6f0		https://www.encodeproject.org/files/ENCFF284XWH/@@download/ENCFF284XWH.bigWig				released	s3://encode-public/2021/03/03/36833240-2663-4430-8b46-89f2d47609c1/ENCFF284XWH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/03/36833240-2663-4430-8b46-89f2d47609c1/ENCFF284XWH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF600AAH	bigBed bed9+	bigBed	bed9+	methylation state at CpG	GRCh38	ENCSR305VIT	WGBS	/human-donors/ENCDO793LXB/	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2017-12-04	ENCODE				1	1_1							/files/ENCFF716SXG/, /files/ENCFF792NJK/	1292870164	ENCODE Processing Pipeline	ee263ac434adcec078bdb30070f6ceaa		https://www.encodeproject.org/files/ENCFF600AAH/@@download/ENCFF600AAH.bigBed				released	s3://encode-public/2021/03/03/91378b6f-aa3a-4d6e-950f-e433710e8114/ENCFF600AAH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/03/91378b6f-aa3a-4d6e-950f-e433710e8114/ENCFF600AAH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.1.5 GRCh38	released			
ENCFF839VMS	hic	hic		mapping quality thresholded contact matrix	GRCh38	ENCSR043XTM	intact Hi-C	/human-donors/ENCDO793LXB/	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA				formaldehyde		2023-01-04	ENCODE		chemical (DNaseI)	100-400	1	1_1, 1_2							/files/ENCFF369AJB/	51463198570	ENCODE Processing Pipeline	59af538f4a5b86d543e8d00297c09dfa		https://www.encodeproject.org/files/ENCFF839VMS/@@download/ENCFF839VMS.hic				released	s3://encode-public/2022/12/07/46f60cb5-a6aa-4d5f-8dbc-1a8b41828595/ENCFF839VMS.hic	https://datasetencode.blob.core.windows.net/dataset/2022/12/07/46f60cb5-a6aa-4d5f-8dbc-1a8b41828595/ENCFF839VMS.hic?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.15.1 GRCh38	released			
